FindNextFile,0,,ÐÐ¥é¥Ù¥ë,ºÏÓ‹ / 0
FindFirstFile,0,,accept,0
FindFirstFileEx,0,,bind,9
SetFilePointer,0,,connect,147
SetFilePointerEx,0,,CopyFile,0
GetFileSize,1357,,CopyFileEx,0
GetFileSizeEx,0,,CreateProcessInternalW,102
SetFileAttributes,0,,CreateRemoteThread,0
GetFileType,5,,CreateThread,678
CopyFileEx,0,,CryptAcquireContext,0
CopyFile,0,,CryptAcquireContextW,236
DeleteFile,0,,CryptDecodeObject,0
EncryptFile,0,,CryptDeriveKey,0
NtReadFile,50,,CryptGenKey,16
NtWriteFile,0,,CryptImportPublicKeyInfo,0
GetFileAttributes,0,,DeleteFile,0
GetFileAttributesEx,0,,EncryptFile,0
CryptDeriveKey,0,,FindFirstFile,0
CryptDecodeObject,0,,FindFirstFileEx,0
CryptGenKey,0,,FindNextFile,0
CryptImportPublicKeyInfo,0,,GetFileAttributes,0
CryptAcquireContext,0,,GetFileAttributesEx,0
CryptAcquireContextW,4,,GetFileSize,19219
RegCloseKey,167,,GetFileSizeEx,143
RegCreateKeyExW,4,,GetFileType,102
RegDeleteKeyW,0,,InternetOpen,0
RegQueryValueExW,401,,InternetOpenUrl,0
RegSetValueExW,6,,InternetReadFile,34
RegEnumKeyExA,0,,InternetWriteFile,0
RegOpenKeyExW,267,,listen,0
NtQueryValueKey,398,,NtGetContextThread,34
NtOpenKey,38,,NtOpenKey,2273
socket,0,,NtOpenProcess,1007
InternetOpen,0,,NtQueryValueKey,11310
shutdown,0,,NtReadFile,2584
sendto,0,,NtResumeThread,456
connect,0,,NtSetContextThread,34
bind,0,,NtTerminateProcess,220
listen,0,,NtWriteFile,361
accept,0,,Process32FirstW,0
recv,0,,Process32NextW,0
send,0,,recv,197
InternetOpenUrl,0,,RegCloseKey,77731
InternetReadFile,0,,RegCreateKeyExW,444
InternetWriteFile,0,,RegDeleteKeyW,0
CreateThread,14,,RegEnumKeyExA,232
CreateRemoteThread,0,,RegOpenKeyExW,79362
NtResumeThread,9,,RegQueryValueExW,100874
NtGetContextThread,0,,RegSetValueExW,332
NtSetContextThread,0,,send,95
CreateProcessInternalW,2,,sendto,0
NtOpenProcess,11,,SetFileAttributes,0
Process32NextW,0,,SetFilePointer,552
Process32FirstW,0,,SetFilePointerEx,9
NtTerminateProcess,5,,shutdown,8
FindNextFile,0,,socket,148
FindFirstFile,0,,(¿Õ°×),
FindFirstFileEx,0,,¾tÓ‹,298949
SetFilePointer,0,,,
SetFilePointerEx,0,,,
GetFileSize,1357,,,
GetFileSizeEx,0,,,
SetFileAttributes,0,,,
GetFileType,5,,,
CopyFileEx,0,,,
CopyFile,0,,,
DeleteFile,0,,,
EncryptFile,0,,,
NtReadFile,50,,,
NtWriteFile,0,,,
GetFileAttributes,0,,,
GetFileAttributesEx,0,,,
CryptDeriveKey,0,,,
CryptDecodeObject,0,,,
CryptGenKey,1,,,
CryptImportPublicKeyInfo,0,,,
CryptAcquireContext,0,,,
CryptAcquireContextW,6,,,
RegCloseKey,3246,,,
RegCreateKeyExW,5,,,
RegDeleteKeyW,0,,,
RegQueryValueExW,3569,,,
RegSetValueExW,7,,,
RegEnumKeyExA,0,,,
RegOpenKeyExW,3243,,,
NtQueryValueKey,410,,,
NtOpenKey,59,,,
socket,0,,,
InternetOpen,0,,,
shutdown,0,,,
sendto,0,,,
connect,0,,,
bind,1,,,
listen,0,,,
accept,0,,,
recv,0,,,
send,0,,,
InternetOpenUrl,0,,,
InternetReadFile,0,,,
InternetWriteFile,0,,,
CreateThread,23,,,
CreateRemoteThread,0,,,
NtResumeThread,16,,,
NtGetContextThread,0,,,
NtSetContextThread,0,,,
CreateProcessInternalW,4,,,
NtOpenProcess,19,,,
Process32NextW,0,,,
Process32FirstW,0,,,
NtTerminateProcess,8,,,
FindNextFile,0,,,
FindFirstFile,0,,,
FindFirstFileEx,0,,,
SetFilePointer,60,,,
SetFilePointerEx,0,,,
GetFileSize,1382,,,
GetFileSizeEx,0,,,
SetFileAttributes,0,,,
GetFileType,9,,,
CopyFileEx,0,,,
CopyFile,0,,,
DeleteFile,0,,,
EncryptFile,0,,,
NtReadFile,140,,,
NtWriteFile,1,,,
GetFileAttributes,0,,,
GetFileAttributesEx,0,,,
CryptDeriveKey,0,,,
CryptDecodeObject,0,,,
CryptGenKey,1,,,
CryptImportPublicKeyInfo,0,,,
CryptAcquireContext,0,,,
CryptAcquireContextW,9,,,
RegCloseKey,3461,,,
RegCreateKeyExW,8,,,
RegDeleteKeyW,0,,,
RegQueryValueExW,4095,,,
RegSetValueExW,8,,,
RegEnumKeyExA,3,,,
RegOpenKeyExW,3576,,,
NtQueryValueKey,831,,,
NtOpenKey,136,,,
socket,0,,,
InternetOpen,0,,,
shutdown,1,,,
sendto,0,,,
connect,0,,,
bind,1,,,
listen,0,,,
accept,0,,,
recv,1,,,
send,1,,,
InternetOpenUrl,0,,,
InternetReadFile,0,,,
InternetWriteFile,0,,,
CreateThread,47,,,
CreateRemoteThread,0,,,
NtResumeThread,34,,,
NtGetContextThread,1,,,
NtSetContextThread,1,,,
CreateProcessInternalW,6,,,
NtOpenProcess,38,,,
Process32NextW,0,,,
Process32FirstW,0,,,
NtTerminateProcess,11,,,
FindNextFile,0,,,
FindFirstFile,0,,,
FindFirstFileEx,0,,,
SetFilePointer,60,,,
SetFilePointerEx,0,,,
GetFileSize,1382,,,
GetFileSizeEx,1,,,
SetFileAttributes,0,,,
GetFileType,9,,,
CopyFileEx,0,,,
CopyFile,0,,,
DeleteFile,0,,,
EncryptFile,0,,,
NtReadFile,146,,,
NtWriteFile,17,,,
GetFileAttributes,0,,,
GetFileAttributesEx,0,,,
CryptDeriveKey,0,,,
CryptDecodeObject,0,,,
CryptGenKey,1,,,
CryptImportPublicKeyInfo,0,,,
CryptAcquireContext,0,,,
CryptAcquireContextW,13,,,
RegCloseKey,3603,,,
RegCreateKeyExW,22,,,
RegDeleteKeyW,0,,,
RegQueryValueExW,4214,,,
